,Unnamed: 0.1,Unnamed: 0,uid,text
418,418,418,B2xV05A7TbI_e1,Don't forget to add on your traveling expenses/add your expenses on.
419,419,419,B2xV05A7TbI_e2,You can add a link to your own website.
420,420,420,B2xV05A7TbI_w,add
421,421,421,B7idRBMZUvw_d,"to fight in a rough, noisy, uncontrolled way"
422,422,422,B7idRBMZUvw_e1,The young men had nothing better to do than brawl in the streets.
423,423,423,B7idRBMZUvw_e2,They got caught up in a street brawl.
424,424,424,B7idRBMZUvw_e3,Police officers were injured in a mass brawl outside a nightclub.
425,425,425,B7idRBMZUvw_e4,Several witnesses said that Slatter started the brawl.
426,426,426,B7idRBMZUvw_w,brawl
427,427,427,BaSt1HrxXq0_d,to stop or prevent (someone or something) from entering a place.
428,428,428,BaSt1HrxXq0_e1,Danger zone keep out!
429,429,429,BaSt1HrxXq0_e2,They sandbagged their homes to keep out floods.
430,430,430,BaSt1HrxXq0_e3,Let's keep out of her way while she's in such a bad mood.
431,431,431,BaSt1HrxXq0_e4,"Keep it up, and keep out of trouble."
432,432,432,BaSt1HrxXq0_w,keep out
433,433,433,BC1eDWKCSpQ_d,"Methods, beliefs, ideas, etc. that are eclectic combine whatever seem the best or most useful things from many different areas or systems, rather than following a single system"
434,434,434,BC1eDWKCSpQ_e1,It was an eclectic mix of our ethnic foods and traditional Thanksgiving food.
435,435,435,BC1eDWKCSpQ_w,eclectic
436,436,436,BGG5x7Qr10A_d,in a way that will not become loose
437,437,437,BGG5x7Qr10A_e1,Make sure the rope is firmly attached before attempting to climb down
438,438,438,BGG5x7Qr10A_e2,The tent pegs should be fixed firmly in place.
439,439,439,BGG5x7Qr10A_e3,She shut the door firmly and walked away.
440,440,440,BGG5x7Qr10A_e4,The roots grew down firmly in the soil.
441,441,441,BGG5x7Qr10A_w,firmly
442,442,442,BG__MHnFZgE_d,1an outpouring of news or gossip
443,443,443,BG__MHnFZgE_e1,"an outpouring of anger, abuse, or complaint"
444,444,444,BG__MHnFZgE_w,earful
445,445,445,BH7-iBjng_8_d,"to fail to understand how strong, skillful, intelligent, or determined someone, especially a competitor, is"
446,446,446,BH7-iBjng_8_e1,Never underestimate your opponent!
447,447,447,BH7-iBjng_8_w,underestimate - 2 
448,448,448,BNF2q1Hysj8_d,a condition giving a greater chance of success
449,449,449,BNF2q1Hysj8_e1,The advantage of booking tickets in advance is that you get better seats.
450,450,450,BNF2q1Hysj8_e2,His long arms give him a big advantage over other boxers.
451,451,451,BNF2q1Hysj8_e3,She had the advantage of a good education.
452,452,452,BNF2q1Hysj8_e4,They had been given an unfair advantage.
453,453,453,BNF2q1Hysj8_w,advantage
454,454,454,BPkY6fJerkM_d,"a part of a machine, or a set of parts that work together"
455,455,455,BPkY6fJerkM_e1,The government is held accountable through the mechanism of regular general elections.
456,456,456,BPkY6fJerkM_w,mechanism
457,457,457,BPu7NlTLvnU_d,used to emphasize that something is not large or important
458,458,458,BPu7NlTLvnU_e1,It cost a mere 20 dollars.
459,459,459,BPu7NlTLvnU_w,mere
460,460,460,BsarjXadUR0_d,to show that you think someone or something is stupid.
461,461,461,BsarjXadUR0_e1,He was afraid that the other kids would laugh at him.
462,462,462,BsarjXadUR0_e2,She thinks people will laugh at her if she sings.
463,463,463,BsarjXadUR0_e3,I'm not wearing that hat - people will laugh at me.
464,464,464,BsarjXadUR0_e4,Jenny had to laugh at her own foolishness
465,465,465,BsarjXadUR0_w,laugh at
466,466,466,Bvu2bvf0Nhw_d,"to be greater than a number or amount, or to go past an allowed limit"
467,467,467,Bvu2bvf0Nhw_e1,"The final cost should not exceed $5,000."
468,468,468,Bvu2bvf0Nhw_w,exceed
469,469,469,BwHKycUKnYM_d,the set of things that are happening and the conditions that exist at a particular time and place
470,470,470,BwHKycUKnYM_e1,Her news put me in a difficult situation.
471,471,471,BwHKycUKnYM_e2,"""Would you get involved in a fight?"" ""It would depend on the situation."""
472,472,472,BwHKycUKnYM_e3,I'll worry about it if/when/as the situation arises (= if/when/as it happens)
473,473,473,BwHKycUKnYM_e4,the economic/political situation
474,474,474,BwHKycUKnYM_w,situation
475,475,475,BWpU3Ya3iJo_d,"a chemical element, such as iron or gold, or a mixture of such elements, such as steel, that is generally hard and strong, and through which electricity and heat can travel"
476,476,476,BWpU3Ya3iJo_e1,"Metal, paper, and glass can be recycled."
477,477,477,BWpU3Ya3iJo_w,metal
478,478,478,BYDhyNP5fK8_d,"stupid, not correct, or not carefully thought about"
479,479,479,BYDhyNP5fK8_e1,The Chief was left speechless by this fatuous remark.
480,480,480,BYDhyNP5fK8_e2,He seems to get pride in fatuous remarks.
481,481,481,BYDhyNP5fK8_e3,Television commercials seem fatuous than ever.
482,482,482,BYDhyNP5fK8_e4,My brother was fatuous for sprinting across the wet kitchen floor.
483,483,483,BYDhyNP5fK8_w,fatuous
484,484,484,C2Y-lifiGVQ_d,"(someone who has) a natural ability to be good at something, especially without being taught."
485,485,485,C2Y-lifiGVQ_e1,Her talent for music showed at an early age.
486,486,486,C2Y-lifiGVQ_e2,The baseball scouts are looking for new talent.
487,487,487,C2Y-lifiGVQ_e3,He had a great talent for business.
488,488,488,C2Y-lifiGVQ_e4,"Musically speaking , this band has a lot of talent."
489,489,489,C2Y-lifiGVQ_w,talent
490,490,490,CB5Qabozm6w_d,an occasion when two or more people or things communicate with or react to each other.
491,491,491,CB5Qabozm6w_e1,There's not enough interaction between the management and the workers.
492,492,492,CB5Qabozm6w_e2,We select employees who will be good at face-to-face interaction with customers.
493,493,493,CB5Qabozm6w_e3,She had no interaction with her neighbors.
494,494,494,CB5Qabozm6w_e4,There was no social interaction within the group.
495,495,495,CB5Qabozm6w_w,interaction
496,496,496,CKP94wfySWw_d,"to try to change or have an influence on things that are not your responsibility, especially by criticizing in a damaging or annoying way"
497,497,497,CKP94wfySWw_e1,My sister's always meddling in other people's affairs.
498,498,498,CKP94wfySWw_e2,People shouldn't meddle with things they don't understand.
499,499,499,CKP94wfySWw_e3,"If Mary's mother hadn't meddled in their marriage, Tom and Mary might still be together."
500,500,500,CKP94wfySWw_e4,"Believe you me, the government won't meddle with the tax system."
501,501,501,CKP94wfySWw_w,meddle
502,502,502,CLSIZPQeWJU_d,a device that measures the amount of something that is used
503,503,503,CLSIZPQeWJU_e1,The electricity meter is in the basement.
504,504,504,CLSIZPQeWJU_w,meter
505,505,505,CTRMyQvvHgk_d,to interrupt what someone is doing
506,506,506,CTRMyQvvHgk_e1,Please don't disturb your sister - she's trying to do her homework.
507,507,507,CTRMyQvvHgk_e2,"""Don't disturb me again, "" she said in an irritable voice."
508,508,508,CTRMyQvvHgk_e3,"I'm sorry to disturb you so late, but my car's broken down and I don't have my phone with me."
509,509,509,CTRMyQvvHgk_e4,Please don't disturb me while I'm working.
510,510,510,CTRMyQvvHgk_w,disturb
511,511,511,CYCMCwZN_vc_d,"the joint (= place where two bones are connected) between the foot and the leg, or the thin part of the leg just above the foot"
512,512,512,CYCMCwZN_vc_e1,I fell over and sprained/twisted my ankle.
513,513,513,CYCMCwZN_vc_w,ankle
514,514,514,D9O50mQ7vRo_d,to give something as an honour.
515,515,515,D9O50mQ7vRo_e1,The Queen has bestowed a knighthood on him.
516,516,516,D9O50mQ7vRo_e2,The university bestowed an honorary degree upon her.
517,517,517,D9O50mQ7vRo_e3,"During the ceremony, the prime minister will bestow medals of honor to the brave soldiers who rescued their comrades."
518,518,518,D9O50mQ7vRo_e4,The country's highest medal was bestowed upon him for heroism.
519,519,519,D9O50mQ7vRo_w,bestow
520,520,520,DAncSE6TBaA_d,chief executive officer the person with the most important position in a company
521,521,521,DAncSE6TBaA_e1,He became the company's CEO nearly 30 years ago. 
522,522,522,DAncSE6TBaA_e2,The new CEO will also have to rebuild a management team.
523,523,523,DAncSE6TBaA_w,ceo
524,524,524,DB9Z1FczZoM_d,to keep or continue to have something
525,525,525,DB9Z1FczZoM_e1,Companies will achieve a competitive advantage by attracting and retaining the best talent.
526,526,526,DB9Z1FczZoM_w,retain
527,527,527,DBktOqTh9Uk_d,a feeling of energetic interest in a particular subject or activity and an eagerness to be involved in it
528,528,528,DBktOqTh9Uk_e1,One of the good things about teaching young children is their enthusiasm.
529,529,529,DBktOqTh9Uk_e2,After the accident he lost his enthusiasm for the sport.
530,530,530,DBktOqTh9Uk_e3,Parents need to share their enthusiasm with their children.
531,531,531,DBktOqTh9Uk_e4,She has boundless energy and enthusiasm.
532,532,532,DBktOqTh9Uk_w,enthusiasm
533,533,533,DEqpFLzcLXY_d,"to need something, or to make something necessary"
534,534,534,DEqpFLzcLXY_e1,Please call this number if you require any further information.
535,535,535,DEqpFLzcLXY_e2,The rules require that you bring only one guest to the dinner
536,536,536,DEqpFLzcLXY_e3,This project will require massive investment.
537,537,537,DEqpFLzcLXY_e4,"If you require assistance with your bags, I'll be glad to get someone to help you."
538,538,538,DEqpFLzcLXY_w,require
539,539,539,DJdvsTI55Rg_d,a general agreement.
540,540,540,DJdvsTI55Rg_e1,She is skilled at achieving consensus on sensitive issues.
541,541,541,DJdvsTI55Rg_e2,They have always governed by consensus.
542,542,542,DJdvsTI55Rg_w,consensus
543,543,543,DNxiR9b7OOk_d,a strong feeling that makes you want to hurt someone or be unpleasant because of something unfair or unkind that has happened
544,544,544,DNxiR9b7OOk_e1,Her cheeks were aflame with anger.
545,545,545,DNxiR9b7OOk_w,anger
546,546,546,DqMYRnRJ94E_d,"to continue to live or exist, especially after coming close to dying or being destroyed or after being in a difficult or threatening situation."
547,547,547,DqMYRnRJ94E_e1,The baby was born with a heart problem and only survived for a few hours.
548,548,548,DqMYRnRJ94E_e2,These plants cannot survive in very cold conditions.
549,549,549,DqMYRnRJ94E_e3,We cannot survive for long without food and drink.
550,550,550,DqMYRnRJ94E_e4,The family are struggling to survive on very little money.
551,551,551,DqMYRnRJ94E_e5,The front passengers were lucky to survive the accident.
552,552,552,DqMYRnRJ94E_w,survive
553,553,553,Dt9aqWLkAnI_d,to be someone's property
554,554,554,Dt9aqWLkAnI_e1,This book belongs to Sarah.
555,555,555,Dt9aqWLkAnI_e2,Who does this bag belong to?
556,556,556,Dt9aqWLkAnI_e3,Put your name in your coat so we can see who it belongs to.
557,557,557,Dt9aqWLkAnI_e4,I don't know who these shoes belong to.
558,558,558,Dt9aqWLkAnI_w,belong to
559,559,559,DvcwO5iqUlA_d,"to speak very quietly, using the breath but not the voice, so that only the person close to you can hear you"
560,560,560,DvcwO5iqUlA_e1,What are you two girls whispering about?
561,561,561,DvcwO5iqUlA_e2,She heard them whispering conspiratorially in the bedroom.
562,562,562,DvcwO5iqUlA_w,whisper
563,563,563,Efx9Z-mQGHw_d,to be able to buy or do something because you have enough money or time
564,564,564,Efx9Z-mQGHw_e1,I don't know how he can afford a new car on his salary.
565,565,565,Efx9Z-mQGHw_e2,Few people are able to afford cars like that.
566,566,566,Efx9Z-mQGHw_e3,She couldn't afford the time off work to see him.
567,567,567,Efx9Z-mQGHw_e4,I can't afford to buy a house.
568,568,568,Efx9Z-mQGHw_w,afford
569,569,569,EPNiDVjb9dA_d,further away in the distance (than something)
570,570,570,EPNiDVjb9dA_e1,"In the distance, beyond the river, was a small town."
571,571,571,EPNiDVjb9dA_e2,From the top of the hill we could see our house and the woods beyond.
572,572,572,EPNiDVjb9dA_e3,The path extends beyond the end of the road.
573,573,573,EPNiDVjb9dA_e4,Our house is just beyond the bridge.
574,574,574,EPNiDVjb9dA_w,beyond
575,575,575,F0kiWvgS_Mo_d,to have someone work or do a job for you and pay them for it
576,576,576,F0kiWvgS_Mo_e1,How many people does your company employ?
577,577,577,F0kiWvgS_Mo_w,employ
578,578,578,F4s2N8TarlU_d,very well known and important
579,579,579,F4s2N8TarlU_e1,I was surprised the CBI didn't press us on some of these more prominent cases.
580,580,580,F4s2N8TarlU_e2,She married into a prominent family.
581,581,581,F4s2N8TarlU_e3,The house is in a prominent position on the village green.
582,582,582,F4s2N8TarlU_e4,She was prominent in the fashion industry.
583,583,583,F4s2N8TarlU_w,prominent
584,584,584,F6VCtv2uMzY_d,someone who tells funny or interesting stories
585,585,585,F6VCtv2uMzY_e1,He was a brilliant raconteur.
586,586,586,F6VCtv2uMzY_w,raconteur
587,587,587,F7hqMlZEL_E_d,to become unable to speak or almost begin to cry because of sadness or strong emotion
588,588,588,F7hqMlZEL_E_e1,When I watch the tape of his Olympic victory I still choke up.
589,589,589,F7hqMlZEL_E_e2,He admits he choked up a little at the end.
590,590,590,F7hqMlZEL_E_e3,His new car chokes up every time the weather gets cold.
591,591,591,F7hqMlZEL_E_e4,She is so emotional that she chokes up every time someone dies in a movie.
592,592,592,F7hqMlZEL_E_w,choke up
593,593,593,FDJaEKvAQdc_d,a short piece of information that you give to a person when you cannot speak to them directly
594,594,594,FDJaEKvAQdc_e1,I got a message that she'll be late.
595,595,595,FDJaEKvAQdc_w,message
596,596,596,FFAtBcMZ44Y_d,to repeat the words that someone else has said or written
597,597,597,FFAtBcMZ44Y_e1,He's always quoting from the Bible.
598,598,598,FFAtBcMZ44Y_w,quote
599,599,599,FJA9G_Rs3ow_d,to give up something that is valuable to you in order to help another person
600,600,600,FJA9G_Rs3ow_e1,A mother had to make sacrifices in order to pay for her children's education.
601,601,601,FJA9G_Rs3ow_w,sacrifice
602,602,602,FmWH_7DnOAo_d,to become calm and relax
603,603,603,FmWH_7DnOAo_e1,Hey! You guys need to chillax or I'm telling mom!
604,604,604,FmWH_7DnOAo_e2,He spent the weekend chillaxing at his beach house.
605,605,605,FmWH_7DnOAo_e3,Let's watch a movie with Maria and chillax tonight.
606,606,606,FmWH_7DnOAo_e4,She needs to chillax.
607,607,607,FmWH_7DnOAo_w,chillax
608,608,608,Fpg5dgFQofk_d,"every thing, person, etc. in a group of two or more, considered separately"
609,609,609,Fpg5dgFQofk_e1,There are five leaflets - please take one of each.
610,610,610,Fpg5dgFQofk_w,each
611,611,611,FQMfuZZB4VI_d,a feeling of sadness and being sorry for something you have done
612,612,612,FQMfuZZB4VI_e1,He felt no remorse for the murders he had committed. 
613,613,613,FQMfuZZB4VI_e2,"After the argument, she was filled with remorse. "
614,614,614,FQMfuZZB4VI_e3,He felt some remorse at his behaviour. 
615,615,615,FQMfuZZB4VI_e4,He was filled with remorse for having refused to visit his dying father.
616,616,616,FQMfuZZB4VI_w,remorse
617,617,617,FRLkJ9K3sVQ_d,to force someone to do something
618,618,618,FRLkJ9K3sVQ_e1,"When I see them eating, I feel impelled to eat, too."
619,619,619,FRLkJ9K3sVQ_e2,I wonder what it is that impels him to exercise all the time.
620,620,620,FRLkJ9K3sVQ_e3,Everyone wanted to know what would impel the minister to kill his five children.
621,621,621,FRLkJ9K3sVQ_e4,They impel him to write the letter
622,622,622,FRLkJ9K3sVQ_w,impel
623,623,623,FRs6fgJZjt4_d,"to notice or understand the difference between two things, or to make one person or thing seem different from another"
624,624,624,FRs6fgJZjt4_e1,He's colour-blind and can't distinguish (the difference) between red and green easily.
625,625,625,FRs6fgJZjt4_e2,I sometimes have difficulty distinguishing Spanish from Portuguese.
626,626,626,FRs6fgJZjt4_e3,It can be difficult to distinguish between poisonous and edible mushrooms.
627,627,627,FRs6fgJZjt4_e4,They look so similar it's often difficult to distinguish one from the other.
628,628,628,FRs6fgJZjt4_w,distinguish
629,629,629,FvCq7gTlVpI_d,"to feel sad or complain about something, especially a bad situation"
630,630,630,FvCq7gTlVpI_e1,"She was alone and unloved, but she did not repine."
631,631,631,FvCq7gTlVpI_e2,The soldiers repine for their families when they are stationed overseas.  
632,632,632,FvCq7gTlVpI_e3,It does no good for you to repine at your unhappy lot.
633,633,633,FvCq7gTlVpI_e4,The little girl began to cry when she started to repine for her family during her first sleepover.
634,634,634,FvCq7gTlVpI_w,repine
635,635,635,Fwfx0nVgcFk_d,to fall down suddenly because of pressure or having no strength or support
636,636,636,Fwfx0nVgcFk_e1,Thousands of buildings collapsed in the earthquake.
637,637,637,Fwfx0nVgcFk_e2,He thought his whole world had collapsed when his wife died.
638,638,638,Fwfx0nVgcFk_e3,The roof collapsed under a heavy load of snow
639,639,639,Fwfx0nVgcFk_w,collapse
640,640,640,FYrSrNzUu_s_d,to tell someone to do something or to behave in a particular way
641,641,641,FYrSrNzUu_s_e1,We were all enjoined to be on our best behaviour.
642,642,642,FYrSrNzUu_s_w,enjoin
643,643,643,G2uGKFEY6ZQ_d,done or shown publicly or in an obvious way and not secret
644,644,644,G2uGKFEY6ZQ_e1,He shows no overt signs of his unhappiness.
645,645,645,G2uGKFEY6ZQ_e2,There are no overt somethings damages.
646,646,646,G2uGKFEY6ZQ_e3,There was little overt support for the project.
647,647,647,G2uGKFEY6ZQ_e4,His opponent's intention is quite overt.
648,648,648,G2uGKFEY6ZQ_w,overt
649,649,649,G4uo3UzqvGc_d,"to keep someone or something safe from injury, damage, or loss"
650,650,650,G4uo3UzqvGc_e1,Surely the function of the law is to protect everyone's rights.
651,651,651,G4uo3UzqvGc_e2,clothing that protects you against the cold
652,652,652,G4uo3UzqvGc_e3,It's important to protect your skin from the harmful effects of the sun.
